link_id,src_account_id,dst_account_id,amount,transfer_timestamp
5401,17111,12633,416.18,2024-01-21 23:32:00
5402,5682,10225,41.63,2024-02-06 21:28:00
5403,22660,7168,44.24,2024-01-27 12:19:00
5404,11409,708,55.32,2024-01-10 14:37:00
5405,17596,14910,1346.95,2024-01-28 22:53:00
5406,1255,12230,75.27,2024-02-22 17:18:00
5407,10660,24684,76.7,2024-02-22 01:27:00
5408,5504,21864,139.74,2024-02-15 14:14:00
5409,986,9319,77.62,2024-01-17 13:00:00
5410,8867,21172,304.67,2024-03-01 14:20:00
5411,20930,18881,50.35,2024-03-12 22:57:00
5412,14969,28,12.37,2024-03-23 23:51:00
5413,5522,21215,198.42,2024-02-23 20:13:00
5414,15467,14639,499.4,2024-02-25 21:36:00
5415,6593,24481,93.72,2024-02-12 08:11:00
5416,11147,23192,6594.58,2024-01-25 00:00:00
5417,9438,21847,110.98,2024-03-07 07:35:00
5418,7785,9131,142.37,2024-02-24 16:47:00
5419,17466,2988,1246.87,2024-03-24 18:11:00
5420,2039,15178,1125.2,2024-02-23 22:25:00
5421,2252,22333,156.08,2024-02-22 09:49:00
5422,809,24866,4491.17,2024-03-06 11:10:00
5423,10982,24301,75.78,2024-03-25 22:57:00
5424,16277,888,122.85,2024-03-03 07:59:00
5425,18263,24631,30.09,2024-02-28 16:26:00
5426,16826,1872,948.55,2024-01-18 06:10:00
5427,24716,19210,192.33,2024-03-07 19:54:00
5428,20880,24156,932.91,2024-01-09 10:35:00
5429,6593,20194,31.37,2024-02-03 16:05:00
5430,9704,8127,41.17,2024-02-14 13:53:00
5431,17258,17281,624.64,2024-01-12 13:01:00
5432,17480,11285,28.93,2024-03-14 13:33:00
5433,3226,7485,1050.26,2024-03-07 02:28:00
5434,22217,7739,165.27,2024-02-09 06:35:00
5435,17556,15677,36.88,2024-03-26 23:44:00
5436,4765,20174,8.39,2024-02-01 20:09:00
5437,3585,5610,92.34,2024-03-26 05:47:00
5438,21580,20214,143.96,2024-03-27 04:14:00
5439,23866,19982,642.9,2024-03-29 05:26:00
5440,4093,2550,199.5,2024-03-03 00:59:00
5441,24530,20922,147.72,2024-02-12 05:32:00
5442,5135,14812,35.38,2024-03-26 13:04:00
5443,2684,15933,8.2,2024-02-25 00:48:00
5444,19743,23132,62.45,2024-03-05 09:24:00
5445,4048,17826,119.46,2024-03-29 21:25:00
5446,7993,24468,87.63,2024-01-22 00:31:00
5447,15531,6817,75.56,2024-01-24 11:39:00
5448,14061,19040,359.52,2024-02-13 07:25:00
5449,15849,19793,182.52,2024-03-03 18:06:00
5450,16319,17530,261.58,2024-02-26 08:15:00
5451,9007,2226,867.72,2024-01-03 20:53:00
5452,3165,3819,54.14,2024-03-05 12:09:00
5453,6392,8437,58.77,2024-02-05 21:21:00
5454,16596,7329,37.74,2024-02-27 06:58:00
5455,24225,6031,9.08,2024-01-20 22:58:00
5456,23592,23148,233.71,2024-03-09 03:11:00
5457,8275,23850,753.73,2024-03-26 19:37:00
5458,14470,13160,716.9,2024-02-03 00:31:00
5459,16445,21680,17.21,2024-02-05 06:14:00
5460,9026,11147,352.55,2024-02-26 19:24:00
5461,386,3772,99.44,2024-03-26 15:45:00
5462,4850,9570,16.35,2024-02-08 20:32:00
5463,15335,8117,2386.06,2024-01-29 01:01:00
5464,7355,22001,102.72,2024-03-09 13:22:00
5465,20930,4084,249.38,2024-01-25 18:52:00
5466,23098,7429,6.18,2024-01-12 20:10:00
5467,24468,11271,51.29,2024-03-13 03:33:00
5468,6718,11536,129.73,2024-02-06 14:35:00
5469,12702,12040,365.01,2024-01-17 00:12:00
5470,457,19598,3.42,2024-01-18 20:00:00
5471,6730,9913,34.51,2024-02-01 05:27:00
5472,13620,2019,135.31,2024-02-11 01:45:00
5473,13909,23350,19.94,2024-02-16 15:58:00
5474,3072,616,1677.63,2024-01-10 11:20:00
5475,5023,17340,22.82,2024-02-04 05:21:00
5476,9068,19294,41.99,2024-03-26 13:02:00
5477,18598,14891,70.38,2024-03-02 03:02:00
5478,17388,8331,316.91,2024-02-11 00:02:00
5479,23557,24901,66.94,2024-01-16 22:04:00
5480,24342,5351,227.25,2024-01-06 12:48:00
5481,23466,30,100.21,2024-01-14 14:52:00
5482,4682,17093,80.98,2024-02-05 05:56:00
5483,11680,8890,47.13,2024-03-06 07:26:00
5484,6975,1044,250.61,2024-03-24 04:53:00
5485,7538,6569,45.93,2024-02-03 04:30:00
5486,13589,17994,42.81,2024-03-30 08:47:00
5487,6259,14893,290.55,2024-01-06 12:24:00
5488,18259,6913,118.41,2024-02-18 14:58:00
5489,14026,7406,10.37,2024-02-19 12:23:00
5490,17737,21209,229.18,2024-02-19 23:58:00
5491,3100,7722,2797.58,2024-01-10 01:44:00
5492,11346,17987,153.73,2024-02-06 19:53:00
5493,15281,5627,31.37,2024-01-20 02:38:00
5494,18657,15940,100.47,2024-01-05 03:51:00
5495,24716,16478,403.11,2024-01-31 13:12:00
5496,7630,14796,92.34,2024-03-30 07:36:00
5497,358,22358,80.17,2024-01-05 16:29:00
5498,16411,11356,193.23,2024-02-10 13:31:00
5499,241,4878,262.17,2024-02-28 15:35:00
5500,10260,3293,130.91,2024-01-30 00:49:00
5501,457,653,1119.51,2024-03-08 07:16:00
5502,20119,2153,7.71,2024-03-20 19:07:00
5503,9703,14867,228.97,2024-03-02 15:19:00
5504,7132,1943,100.15,2024-02-27 22:02:00
5505,6518,7188,211.67,2024-02-02 17:34:00
5506,12280,8320,672.41,2024-03-10 06:45:00
5507,23602,18786,5524.85,2024-02-26 04:42:00
5508,867,20323,177.92,2024-03-13 04:23:00
5509,7485,13874,717.76,2024-01-29 10:23:00
5510,12165,11488,87.35,2024-03-02 16:58:00
5511,668,21743,462.75,2024-03-21 07:13:00
5512,19867,8729,186.59,2024-03-15 13:02:00
5513,13127,5234,122.58,2024-03-22 19:29:00
5514,13184,8584,71.85,2024-03-13 03:45:00
5515,4132,19579,140.25,2024-02-11 12:10:00
5516,14890,19281,136.46,2024-01-19 04:23:00
5517,7403,12175,1764.79,2024-03-01 17:28:00
5518,7471,18713,1035.02,2024-01-10 12:30:00
5519,6388,8383,2377.63,2024-02-20 18:03:00
5520,9416,164,189.28,2024-02-16 22:29:00
5521,13885,10353,546.54,2024-03-21 04:08:00
5522,18966,21912,39.09,2024-02-21 14:26:00
5523,11718,14803,31.93,2024-01-08 22:15:00
5524,14265,20678,19.97,2024-02-04 09:26:00
5525,20268,8659,162.81,2024-02-12 21:44:00
5526,15075,11398,199.78,2024-01-21 03:29:00
5527,6584,5874,4.85,2024-02-08 11:32:00
5528,23302,2550,926.12,2024-03-17 07:42:00
5529,24102,2854,174.01,2024-02-08 10:19:00
5530,16686,2261,406.51,2024-02-03 00:00:00
5531,7661,3369,201.74,2024-03-07 23:57:00
5532,5438,7093,790.98,2024-03-07 23:56:00
5533,22660,10774,3.34,2024-01-03 06:14:00
5534,23301,5907,383.36,2024-02-28 08:44:00
5535,10554,23867,4.4,2024-01-11 17:54:00
5536,21289,17369,1534.05,2024-02-12 19:59:00
5537,8323,20093,30.58,2024-02-09 09:05:00
5538,11147,5960,438.69,2024-01-13 20:13:00
5539,11438,5731,16.73,2024-03-02 07:31:00
5540,17581,21673,892.04,2024-01-20 18:51:00
5541,3849,19640,234.07,2024-02-12 19:18:00
5542,18552,14447,224.3,2024-02-21 18:19:00
5543,5198,10804,10.28,2024-03-18 22:04:00
5544,2031,24468,12.79,2024-01-18 05:14:00
5545,23294,11435,377.1,2024-02-24 10:54:00
5546,12775,20740,1825.14,2024-03-01 22:56:00
5547,19319,13589,162.24,2024-01-29 11:47:00
5548,11880,6397,159.31,2024-01-09 05:07:00
5549,6714,15667,236.36,2024-02-19 12:57:00
5550,6623,17843,18.17,2024-03-03 06:45:00
5551,18578,13738,85.48,2024-02-10 19:44:00
5552,2417,19436,3745.94,2024-03-12 05:12:00
5553,5150,11135,776.93,2024-02-05 05:59:00
5554,7618,17799,1030.62,2024-01-06 23:34:00
5555,5066,5260,60.79,2024-02-26 11:55:00
5556,21680,24322,49.15,2024-03-17 10:21:00
5557,18979,6889,77.36,2024-01-04 03:24:00
5558,11893,13379,142.8,2024-01-07 23:30:00
5559,14240,5279,97.15,2024-03-22 17:09:00
5560,15078,2363,8.73,2024-01-02 06:43:00
5561,24660,8112,4306.09,2024-02-12 11:07:00
5562,21687,9068,117.38,2024-02-22 10:44:00
5563,24468,7340,213.4,2024-01-25 02:44:00
5564,17813,24606,107.01,2024-01-28 23:35:00
5565,4948,9795,302.94,2024-02-16 10:32:00
5566,23370,3847,140.95,2024-02-29 15:58:00
5567,23630,13989,17.65,2024-01-20 19:14:00
5568,16078,15084,16.72,2024-01-20 15:28:00
5569,2575,2833,6325.85,2024-01-20 04:43:00
5570,18658,20758,185.23,2024-03-14 20:30:00
5571,23491,2538,101.81,2024-03-29 20:14:00
5572,24461,21165,490.87,2024-03-26 15:31:00
5573,6714,2258,42.48,2024-03-14 16:08:00
5574,12951,20921,4.94,2024-02-08 00:16:00
5575,15471,20033,411.13,2024-01-20 13:43:00
5576,15078,14124,9.39,2024-01-24 00:45:00
5577,10194,17224,5765.14,2024-03-14 15:53:00
5578,1555,1671,30.08,2024-01-04 05:48:00
5579,22046,14754,1569.16,2024-01-09 08:56:00
5580,5831,1276,157.53,2024-01-01 10:00:00
5581,10762,13574,62.6,2024-02-26 09:47:00
5582,21784,3552,16.47,2024-03-06 10:30:00
5583,17728,3563,181.96,2024-01-23 03:52:00
5584,14754,11735,2035.55,2024-02-03 16:38:00
5585,3805,16232,137.4,2024-02-08 07:36:00
5586,20895,1135,60.43,2024-02-11 12:55:00
5587,19518,1359,13.23,2024-03-10 08:33:00
5588,672,5527,29.46,2024-03-27 04:26:00
5589,4940,19584,112.35,2024-03-06 10:28:00
5590,15791,3450,59.98,2024-01-31 00:40:00
5591,23833,5853,79.4,2024-01-22 04:03:00
5592,4356,6586,247.02,2024-01-13 19:52:00
5593,7240,376,1400.22,2024-03-11 02:05:00
5594,15312,1725,39.49,2024-03-09 03:28:00
5595,18405,7429,75.97,2024-02-21 15:20:00
5596,7061,8832,146.02,2024-01-07 23:05:00
5597,17308,1640,31.8,2024-01-25 10:49:00
5598,16953,3722,462.32,2024-03-16 05:56:00
5599,14034,20652,99.33,2024-02-25 17:15:00
5600,19728,15070,462.66,2024-02-23 02:13:00
5601,13914,17951,132.72,2024-01-27 14:15:00
5602,24468,2139,57.36,2024-02-10 02:37:00
5603,15364,22974,109.74,2024-01-30 18:54:00
5604,18204,22216,1250.01,2024-01-20 06:40:00
5605,18840,20255,59.1,2024-02-17 00:41:00
5606,12596,708,62.57,2024-01-08 08:51:00
5607,5198,6850,33.93,2024-02-15 07:33:00
5608,672,23565,90.29,2024-01-25 05:17:00
5609,21684,16627,879.28,2024-01-19 12:24:00
5610,15536,22719,268.66,2024-03-10 11:55:00
5611,8863,21589,49.95,2024-03-04 00:41:00
5612,1680,23174,49.35,2024-01-31 08:04:00
5613,12284,3305,1670.27,2024-03-29 23:54:00
5614,275,3805,669.3,2024-02-13 10:27:00
5615,1649,11544,327.71,2024-01-28 08:59:00
5616,14562,8194,285.9,2024-02-27 10:08:00
5617,8710,19504,159.62,2024-02-08 10:35:00
5618,15940,6446,800.66,2024-03-13 03:48:00
5619,17163,19870,94.82,2024-01-24 19:03:00
5620,7320,10089,508.59,2024-02-10 12:36:00
5621,11913,11872,133.62,2024-01-05 06:07:00
5622,18227,12867,99.28,2024-02-26 06:29:00
5623,2627,1280,162.37,2024-03-27 03:44:00
5624,4356,23087,29.32,2024-01-20 10:45:00
5625,14758,9427,78.19,2024-03-29 13:23:00
5626,2125,2099,216.77,2024-01-31 11:58:00
5627,19154,672,261.15,2024-01-11 20:52:00
5628,8112,14661,168.29,2024-01-28 13:15:00
5629,20077,169,271.9,2024-02-28 20:43:00
5630,16881,1502,43.33,2024-02-26 20:03:00
5631,13538,1024,49.2,2024-01-11 19:14:00
5632,12272,15581,195.51,2024-03-22 18:50:00
5633,18966,22757,47.22,2024-02-09 18:15:00
5634,14699,1715,254.97,2024-03-21 06:23:00
5635,4465,954,359.09,2024-02-28 00:25:00
5636,19363,3801,629.09,2024-02-29 21:04:00
5637,9452,6479,756.89,2024-02-11 10:58:00
5638,3269,20492,1665.86,2024-03-26 14:04:00
5639,13574,1803,48.16,2024-01-19 04:00:00
5640,10345,20848,203.67,2024-03-07 09:57:00
5641,18993,13780,201.92,2024-02-28 17:58:00
5642,7403,22974,135.43,2024-02-27 15:52:00
5643,14064,6708,223.93,2024-01-17 02:09:00
5644,15276,4995,87.0,2024-01-29 06:11:00
5645,15974,6786,72.44,2024-02-15 22:54:00
5646,23806,17837,30.81,2024-03-10 15:40:00
5647,23819,23706,56.01,2024-01-15 02:36:00
5648,17106,3890,26.66,2024-02-20 01:22:00
5649,15834,16483,1584.57,2024-02-16 07:30:00
5650,23681,17357,758.66,2024-03-08 11:24:00
5651,22974,9792,3.79,2024-02-23 23:54:00
5652,7749,376,1502.92,2024-02-14 18:01:00
5653,8063,23626,26.52,2024-03-27 13:01:00
5654,369,3425,318.85,2024-03-13 03:21:00
5655,13549,20155,149.58,2024-03-27 11:40:00
5656,13860,7042,49.62,2024-03-01 06:03:00
5657,3769,15408,619.67,2024-03-01 06:31:00
5658,2224,9578,194.22,2024-03-06 17:07:00
5659,5504,2125,524.3,2024-02-01 00:34:00
5660,4082,12940,18.9,2024-03-24 16:13:00
5661,22530,1700,3980.87,2024-02-20 21:10:00
5662,16869,24006,33.28,2024-02-29 00:27:00
5663,15497,12090,1106.25,2024-02-26 11:42:00
5664,28,579,168.7,2024-03-22 14:50:00
5665,11872,3529,53.23,2024-03-23 09:43:00
5666,7491,9280,210.24,2024-02-15 00:36:00
5667,6474,3222,353.6,2024-03-07 08:45:00
5668,691,17132,155.32,2024-01-31 12:01:00
5669,14060,3509,171.78,2024-01-21 23:41:00
5670,3063,11690,182.79,2024-01-20 11:59:00
5671,12920,13989,322.49,2024-03-10 13:56:00
5672,6314,13588,234.73,2024-01-23 03:09:00
5673,6801,1252,41.91,2024-02-04 17:59:00
5674,23895,22837,530.71,2024-02-26 15:30:00
5675,22290,6973,1589.99,2024-02-11 04:53:00
5676,6680,13025,110.87,2024-02-20 07:26:00
5677,13867,17596,35.3,2024-03-19 23:19:00
5678,1028,24700,129.81,2024-01-22 23:17:00
5679,21680,22650,84.05,2024-02-22 11:47:00
5680,15075,133,152.02,2024-03-09 23:48:00
5681,18258,19269,182.82,2024-02-13 00:59:00
5682,1943,13770,122.72,2024-01-09 15:06:00
5683,12991,6741,981.3,2024-03-09 06:17:00
5684,8010,17843,29.6,2024-02-11 15:47:00
5685,5638,3877,113.09,2024-03-01 17:00:00
5686,2102,21488,396.66,2024-03-16 13:26:00
5687,14414,13498,2649.03,2024-03-17 03:36:00
5688,8296,23491,108.25,2024-03-13 18:31:00
5689,8157,1691,1643.85,2024-01-31 22:47:00
5690,2172,7223,424.63,2024-02-04 11:36:00
5691,17843,24013,214.33,2024-02-24 02:40:00
5692,4105,10759,10.64,2024-02-18 11:33:00
5693,16457,19454,105.21,2024-01-05 10:31:00
5694,23554,7429,544.98,2024-01-23 11:51:00
5695,11154,4409,17.82,2024-03-01 05:00:00
5696,5629,24061,167.42,2024-02-26 12:17:00
5697,16233,19658,171.47,2024-01-28 17:28:00
5698,20512,10451,226.01,2024-03-17 15:55:00
5699,21803,9498,61.48,2024-02-06 09:06:00
5700,14102,10662,527.82,2024-01-04 06:20:00
5701,1943,2567,160.56,2024-03-04 10:36:00
5702,3276,17807,59.17,2024-03-02 01:52:00
5703,19667,13361,560.42,2024-03-18 22:54:00
5704,17014,5351,120.37,2024-02-19 12:43:00
5705,5491,3369,130.3,2024-01-06 16:24:00
5706,8498,69,310.9,2024-01-26 23:21:00
5707,19184,4738,37.06,2024-02-20 07:27:00
5708,15666,10505,35.93,2024-03-27 13:10:00
5709,7403,20329,177.8,2024-01-24 15:50:00
5710,6562,23486,51.36,2024-01-31 17:31:00
5711,18943,4807,255.99,2024-01-23 07:39:00
5712,10938,13989,141.59,2024-01-17 20:25:00
5713,1102,24223,694.25,2024-02-10 10:20:00
5714,12484,17910,383.22,2024-02-21 08:30:00
5715,2183,10601,54.76,2024-02-11 07:36:00
5716,14422,9107,1160.27,2024-02-12 04:22:00
5717,23801,12096,67.33,2024-03-06 06:38:00
5718,17908,10189,82.71,2024-03-25 03:18:00
5719,20802,8460,744.63,2024-01-22 21:35:00
5720,377,24109,196.47,2024-01-01 08:22:00
5721,7544,6149,95.51,2024-01-12 07:13:00
5722,20540,15147,94.34,2024-03-14 21:52:00
5723,15130,11543,903.7,2024-02-20 17:55:00
5724,9206,15178,116.3,2024-01-16 14:13:00
5725,7097,133,635.82,2024-01-20 17:02:00
5726,8162,5044,24.55,2024-03-28 08:32:00
5727,20604,7321,626.53,2024-03-22 03:46:00
5728,24172,3285,975.11,2024-01-05 20:38:00
5729,24086,5177,496.03,2024-03-12 06:30:00
5730,16282,16826,187.97,2024-02-06 13:32:00
5731,13201,6593,1950.0,2024-01-16 22:22:00
5732,2601,21719,95.42,2024-02-09 13:40:00
5733,3367,14457,430.3,2024-02-13 06:15:00
5734,5812,21370,82.91,2024-01-17 15:20:00
5735,28,14631,262.93,2024-03-26 18:49:00
5736,2776,8445,2407.34,2024-01-14 17:09:00
5737,15027,6866,3557.96,2024-03-10 14:10:00
5738,20491,9228,209.9,2024-03-25 21:04:00
5739,20549,18998,769.7,2024-01-19 01:18:00
5740,17250,3888,464.3,2024-01-12 12:47:00
5741,24223,22589,301.57,2024-02-18 10:29:00
5742,6962,15178,10.76,2024-02-21 21:52:00
5743,5565,6,2317.12,2024-01-30 01:50:00
5744,6704,4262,1222.55,2024-01-28 16:11:00
5745,1509,1080,73.09,2024-03-14 07:52:00
5746,7275,24377,40.25,2024-03-18 15:04:00
5747,14496,580,225.33,2024-02-02 11:45:00
5748,1020,213,21.36,2024-03-16 08:01:00
5749,12897,13354,156.11,2024-03-19 05:42:00
5750,3211,13018,141.5,2024-03-04 03:33:00
5751,21982,6515,181.54,2024-03-18 22:26:00
5752,10998,3278,150.64,2024-03-04 14:39:00
5753,14891,19750,979.17,2024-01-22 22:48:00
5754,7321,11997,97.27,2024-03-23 11:18:00
5755,3801,17928,27.27,2024-03-09 00:29:00
5756,22495,10935,72.22,2024-03-29 01:24:00
5757,19840,4666,126.65,2024-03-13 13:32:00
5758,4400,1428,99.47,2024-01-17 14:08:00
5759,6050,16622,7024.54,2024-01-21 00:26:00
5760,17782,13582,246.6,2024-01-05 03:14:00
5761,18450,1387,1146.12,2024-01-25 23:25:00
5762,16826,24486,100.51,2024-02-20 23:06:00
5763,6121,12281,13.73,2024-02-22 09:40:00
5764,11559,4758,120.56,2024-01-01 19:25:00
5765,12197,21157,2046.73,2024-01-16 20:17:00
5766,8395,17697,1286.53,2024-03-05 20:03:00
5767,21687,2450,131.04,2024-01-29 07:12:00
5768,1461,14754,933.11,2024-01-18 02:21:00
5769,11455,4243,348.97,2024-03-28 17:56:00
5770,4807,23040,14.39,2024-03-10 02:54:00
5771,194,11982,64.72,2024-03-28 15:24:00
5772,3769,10957,1040.21,2024-03-10 13:24:00
5773,16869,11080,168.74,2024-01-07 02:19:00
5774,5504,23918,385.72,2024-02-25 16:57:00
5775,2586,18636,1488.19,2024-01-16 13:18:00
5776,9112,5976,42.99,2024-01-03 09:25:00
5777,10213,14414,61.81,2024-03-15 13:34:00
5778,3051,16150,31.36,2024-01-22 13:20:00
5779,6384,1935,114.78,2024-02-22 19:03:00
5780,13738,3405,258.62,2024-01-30 17:49:00
5781,24195,5390,139.48,2024-03-23 02:30:00
5782,23284,8340,858.69,2024-01-15 14:54:00
5783,1177,14414,89.7,2024-01-06 01:29:00
5784,23238,21415,23.47,2024-03-04 04:37:00
5785,3258,12755,41.41,2024-02-18 00:10:00
5786,4655,8222,428.2,2024-01-26 01:12:00
5787,11140,693,676.14,2024-03-18 04:52:00
5788,18504,3805,288.08,2024-01-19 05:16:00
5789,21784,21046,45.2,2024-03-18 18:29:00
5790,2030,2064,195.6,2024-03-21 17:58:00
5791,23955,5023,83.08,2024-01-05 21:26:00
5792,2153,20130,28.45,2024-03-17 17:34:00
5793,22989,13342,500.74,2024-01-08 21:11:00
5794,5504,21178,6.19,2024-01-31 03:03:00
5795,2612,21276,95.17,2024-03-16 19:08:00
5796,10169,24857,374.19,2024-02-27 03:01:00
5797,4979,1028,1647.63,2024-01-18 03:24:00
5798,13986,14688,6447.33,2024-02-23 15:49:00
5799,22723,3368,116.87,2024-01-14 23:31:00
5800,7235,19415,85.79,2024-03-19 19:19:00
5801,5274,18038,70.81,2024-02-10 11:32:00
5802,24481,4265,928.23,2024-02-24 22:35:00
5803,23497,18562,96.53,2024-01-21 12:20:00
5804,22274,3939,51.07,2024-02-11 04:07:00
5805,1534,22660,91.2,2024-03-07 17:09:00
5806,24223,1507,470.07,2024-03-21 19:25:00
5807,13503,7044,204.22,2024-01-29 21:26:00
5808,4422,3801,266.54,2024-02-16 13:15:00
5809,23222,12633,186.79,2024-02-03 11:49:00
5810,19259,3696,470.49,2024-03-21 08:10:00
5811,13517,19640,11.29,2024-01-14 18:29:00
5812,18371,1096,45.83,2024-02-06 16:55:00
5813,17292,7882,146.93,2024-03-30 02:26:00
5814,21573,22313,490.65,2024-01-07 07:33:00
5815,4075,23895,1061.78,2024-03-15 16:16:00
5816,11627,13190,162.35,2024-03-07 21:45:00
5817,989,15277,2157.6,2024-03-07 09:24:00
5818,19954,22364,445.79,2024-01-21 13:04:00
5819,4825,9729,54.23,2024-02-22 19:55:00
5820,12123,15247,121.73,2024-02-22 20:57:00
5821,12678,12539,28.95,2024-02-24 20:06:00
5822,20369,24102,14.38,2024-01-23 11:42:00
5823,21031,21862,476.62,2024-01-06 16:18:00
5824,9487,7735,209.35,2024-01-09 09:35:00
5825,7964,10105,254.48,2024-02-11 06:11:00
5826,9517,10005,103.06,2024-03-30 03:23:00
5827,22214,4222,12.77,2024-01-28 11:09:00
5828,21419,23806,610.12,2024-01-13 18:54:00
5829,17705,10661,82.16,2024-03-15 09:34:00
5830,24627,23517,165.71,2024-02-15 08:08:00
5831,12611,10116,412.38,2024-01-29 14:20:00
5832,4653,2528,192.01,2024-03-14 01:52:00
5833,3543,2018,54.39,2024-03-08 19:38:00
5834,6941,17356,387.47,2024-01-12 18:38:00
5835,3086,8536,78.04,2024-02-01 11:04:00
5836,16713,17628,352.35,2024-01-22 15:40:00
5837,16786,3415,101.5,2024-01-20 03:24:00
5838,11935,22668,133.25,2024-03-15 17:36:00
5839,20890,17152,183.27,2024-03-30 12:34:00
5840,28,18768,160.32,2024-03-16 16:56:00
5841,21883,20572,188.97,2024-03-13 14:59:00
5842,13610,2976,85.38,2024-01-24 03:22:00
5843,12503,5565,272.95,2024-02-06 21:23:00
5844,7247,18501,4.8,2024-01-08 12:58:00
5845,23444,15817,420.36,2024-03-20 03:51:00
5846,13989,1028,1941.67,2024-02-02 22:34:00
5847,5792,20397,522.59,2024-03-11 22:23:00
5848,17353,6369,62.46,2024-02-23 16:46:00
5849,13007,16570,100.74,2024-03-02 13:07:00
5850,22099,14166,4.47,2024-02-18 19:00:00
5851,20719,9405,14.4,2024-03-29 15:55:00
5852,15940,14594,7.66,2024-02-11 21:23:00
5853,3278,17616,50.81,2024-02-02 19:07:00
5854,11540,15771,8.81,2024-02-07 14:33:00
5855,19211,20687,302.64,2024-01-29 19:48:00
5856,12420,10998,351.64,2024-02-22 11:22:00
5857,11926,11559,217.88,2024-02-22 02:00:00
5858,6884,19823,31.57,2024-02-28 00:07:00
5859,9515,23904,734.16,2024-03-12 19:55:00
5860,21469,8309,6.13,2024-02-11 12:37:00
5861,5222,15614,668.53,2024-01-24 04:53:00
5862,17340,22396,123.01,2024-02-28 05:05:00
5863,4075,13813,129.6,2024-01-12 02:22:00
5864,7868,8546,54.69,2024-01-22 05:24:00
5865,21463,6801,936.38,2024-02-23 04:45:00
5866,11779,8635,1723.65,2024-01-19 03:07:00
5867,10982,21538,114.97,2024-02-11 18:38:00
5868,4296,4483,2.86,2024-03-09 09:59:00
5869,12238,9243,45.93,2024-01-17 02:52:00
5870,18919,11030,24.35,2024-02-27 07:58:00
5871,23711,7429,606.07,2024-02-13 23:44:00
5872,24404,5156,150.16,2024-02-16 09:52:00
5873,14414,10593,766.22,2024-01-24 13:36:00
5874,13150,3707,22.86,2024-01-16 16:51:00
5875,20833,20012,42.63,2024-02-26 05:02:00
5876,1372,20629,1029.04,2024-02-05 23:34:00
5877,22660,16427,22.46,2024-01-11 22:14:00
5878,17120,4765,170.44,2024-01-08 23:40:00
5879,6065,10202,4.75,2024-03-01 21:34:00
5880,21032,17628,172.03,2024-01-11 03:40:00
5881,18506,2309,136.41,2024-03-17 11:46:00
5882,14433,6480,64.9,2024-03-25 19:52:00
5883,18508,445,11.25,2024-02-20 09:40:00
5884,14885,7749,445.57,2024-02-23 10:42:00
5885,16812,18840,5095.88,2024-01-19 15:38:00
5886,19182,11923,56.58,2024-01-29 10:53:00
5887,1178,15324,59.66,2024-03-29 06:45:00
5888,13447,11984,505.24,2024-03-14 11:11:00
5889,18453,14056,1199.55,2024-03-27 10:22:00
5890,14270,17353,278.98,2024-01-25 21:18:00
5891,18790,16121,27.4,2024-01-21 10:08:00
5892,14577,9569,1041.01,2024-03-07 15:55:00
5893,19294,17176,320.86,2024-01-17 12:39:00
5894,8019,12653,437.19,2024-01-16 10:22:00
5895,11760,4826,357.64,2024-03-03 01:54:00
5896,18858,12123,1981.31,2024-02-05 09:23:00
5897,15389,11566,595.49,2024-02-27 09:28:00
5898,15171,18405,291.73,2024-01-29 20:02:00
5899,16245,9776,737.64,2024-01-27 14:29:00
5900,20361,18007,1002.77,2024-02-04 20:17:00
5901,1177,8806,920.86,2024-02-20 06:33:00
5902,14818,4312,216.79,2024-01-30 10:21:00
5903,18158,20567,379.47,2024-03-28 12:09:00
5904,7196,5792,1206.08,2024-02-01 03:26:00
5905,21572,21410,383.38,2024-02-27 20:14:00
5906,14021,19708,5.42,2024-02-23 12:51:00
5907,24837,24119,401.83,2024-02-02 16:04:00
5908,15135,708,86.83,2024-01-03 02:34:00
5909,15483,5636,248.52,2024-01-12 23:46:00
5910,3694,24923,458.59,2024-02-29 03:43:00
5911,4141,23846,295.56,2024-02-06 10:07:00
5912,3056,21663,217.37,2024-02-15 22:57:00
5913,14914,6107,6.99,2024-01-11 04:26:00
5914,3299,3833,94.73,2024-03-25 06:54:00
5915,15875,20198,108.86,2024-02-28 07:48:00
5916,20896,23190,103.16,2024-03-10 21:01:00
5917,9526,7233,424.94,2024-02-07 07:19:00
5918,6474,6735,272.61,2024-02-14 10:56:00
5919,1180,1549,107.15,2024-01-10 00:29:00
5920,1524,6190,201.87,2024-01-26 06:28:00
5921,15922,23895,504.95,2024-02-01 14:27:00
5922,5565,16383,299.77,2024-02-25 21:49:00
5923,21209,2473,130.18,2024-03-29 19:13:00
5924,13240,21883,306.86,2024-02-06 20:45:00
5925,5762,20234,186.88,2024-03-30 07:05:00
5926,11526,281,1002.85,2024-03-23 11:14:00
5927,24298,7531,229.88,2024-03-05 14:36:00
5928,18701,5518,1731.36,2024-01-09 02:33:00
5929,4834,5761,69.12,2024-03-19 05:02:00
5930,7021,17503,143.36,2024-03-25 07:37:00
5931,20426,3418,148.96,2024-02-23 04:01:00
5932,3727,19739,37.77,2024-03-16 01:19:00
5933,11696,23062,180.84,2024-01-07 14:29:00
5934,2766,3812,132.45,2024-02-13 14:28:00
5935,465,5539,98.86,2024-03-02 00:00:00
5936,2966,4962,800.45,2024-02-25 16:05:00
