merchant_id,merchant_name,category,risk_tier,region
1280,merchant_1280,crypto,high,US-West
1281,merchant_1281,crypto,high,US-East
1282,merchant_1282,crypto,high,US-West
1283,merchant_1283,grocery,high,EU-West
1284,merchant_1284,gaming,high,EU-West
1285,merchant_1285,online,low,US-West
1286,merchant_1286,grocery,high,APAC
1287,merchant_1287,online,low,EU-West
1288,merchant_1288,grocery,low,APAC
1289,merchant_1289,travel,low,EU-West
1290,merchant_1290,utilities,low,EU-East
1291,merchant_1291,utilities,high,APAC
1292,merchant_1292,gaming,high,APAC
1293,merchant_1293,restaurant,low,US-West
1294,merchant_1294,grocery,low,APAC
1295,merchant_1295,utilities,low,APAC
1296,merchant_1296,travel,high,APAC
1297,merchant_1297,online,low,EU-West
1298,merchant_1298,grocery,low,US-Central
1299,merchant_1299,restaurant,low,US-West
1300,merchant_1300,gaming,medium,US-West
1301,merchant_1301,travel,low,US-Central
1302,merchant_1302,crypto,high,US-East
1303,merchant_1303,online,low,APAC
1304,merchant_1304,restaurant,high,US-Central
1305,merchant_1305,retail,high,US-East
1306,merchant_1306,travel,low,US-West
1307,merchant_1307,crypto,high,US-Central
1308,merchant_1308,retail,low,EU-West
1309,merchant_1309,travel,medium,EU-West
1310,merchant_1310,grocery,high,US-East
1311,merchant_1311,grocery,high,APAC
1312,merchant_1312,crypto,medium,EU-West
1313,merchant_1313,retail,low,EU-East
1314,merchant_1314,restaurant,low,US-East
1315,merchant_1315,retail,low,US-East
1316,merchant_1316,travel,high,US-East
1317,merchant_1317,grocery,low,US-West
1318,merchant_1318,travel,medium,US-East
1319,merchant_1319,restaurant,low,APAC
1320,merchant_1320,online,low,EU-East
1321,merchant_1321,gaming,medium,US-East
1322,merchant_1322,crypto,high,EU-West
1323,merchant_1323,crypto,high,EU-West
1324,merchant_1324,utilities,low,US-Central
1325,merchant_1325,retail,low,EU-East
1326,merchant_1326,grocery,medium,US-West
1327,merchant_1327,utilities,low,US-Central
1328,merchant_1328,restaurant,low,APAC
1329,merchant_1329,retail,low,US-Central
1330,merchant_1330,online,low,EU-West
1331,merchant_1331,utilities,high,EU-East
1332,merchant_1332,utilities,low,US-Central
1333,merchant_1333,retail,medium,US-West
1334,merchant_1334,online,medium,US-East
1335,merchant_1335,grocery,low,US-Central
1336,merchant_1336,gaming,high,US-West
1337,merchant_1337,grocery,low,US-West
1338,merchant_1338,crypto,high,US-West
1339,merchant_1339,crypto,high,US-West
1340,merchant_1340,online,low,US-West
1341,merchant_1341,online,medium,APAC
1342,merchant_1342,travel,low,APAC
1343,merchant_1343,restaurant,low,EU-West
1344,merchant_1344,grocery,medium,US-East
1345,merchant_1345,utilities,medium,US-Central
1346,merchant_1346,crypto,medium,APAC
1347,merchant_1347,grocery,low,US-West
1348,merchant_1348,retail,low,EU-West
1349,merchant_1349,travel,medium,US-Central
1350,merchant_1350,online,low,EU-East
1351,merchant_1351,grocery,low,US-Central
1352,merchant_1352,travel,low,EU-West
1353,merchant_1353,travel,high,EU-West
1354,merchant_1354,travel,low,EU-West
1355,merchant_1355,grocery,low,US-West
1356,merchant_1356,travel,low,APAC
1357,merchant_1357,utilities,low,US-Central
1358,merchant_1358,travel,high,US-West
1359,merchant_1359,restaurant,high,US-East
1360,merchant_1360,online,low,APAC
1361,merchant_1361,grocery,low,US-East
1362,merchant_1362,crypto,medium,US-West
1363,merchant_1363,retail,high,EU-East
1364,merchant_1364,grocery,low,US-West
1365,merchant_1365,online,medium,US-Central
1366,merchant_1366,travel,medium,US-East
1367,merchant_1367,gaming,high,EU-West
1368,merchant_1368,grocery,medium,US-Central
1369,merchant_1369,retail,medium,APAC
1370,merchant_1370,retail,medium,US-East
1371,merchant_1371,utilities,low,APAC
1372,merchant_1372,retail,low,US-Central
1373,merchant_1373,retail,medium,APAC
1374,merchant_1374,restaurant,low,EU-West
1375,merchant_1375,grocery,high,US-Central
1376,merchant_1376,restaurant,low,EU-East
1377,merchant_1377,restaurant,low,EU-West
1378,merchant_1378,travel,low,US-East
1379,merchant_1379,utilities,low,EU-West
1380,merchant_1380,crypto,medium,US-West
1381,merchant_1381,retail,low,US-West
1382,merchant_1382,grocery,medium,EU-West
1383,merchant_1383,restaurant,low,US-East
1384,merchant_1384,utilities,medium,EU-West
1385,merchant_1385,utilities,low,EU-West
1386,merchant_1386,travel,low,US-East
1387,merchant_1387,utilities,low,US-East
1388,merchant_1388,travel,medium,US-West
1389,merchant_1389,crypto,high,APAC
1390,merchant_1390,gaming,medium,EU-West
1391,merchant_1391,grocery,low,EU-West
1392,merchant_1392,gaming,medium,EU-West
1393,merchant_1393,restaurant,low,EU-East
1394,merchant_1394,restaurant,low,US-Central
1395,merchant_1395,restaurant,high,EU-West
1396,merchant_1396,utilities,medium,US-Central
1397,merchant_1397,utilities,low,US-Central
1398,merchant_1398,crypto,high,APAC
1399,merchant_1399,travel,low,APAC
1400,merchant_1400,restaurant,medium,EU-West
1401,merchant_1401,gaming,high,EU-East
1402,merchant_1402,utilities,low,APAC
1403,merchant_1403,utilities,low,US-East
1404,merchant_1404,utilities,medium,APAC
1405,merchant_1405,online,medium,US-West
1406,merchant_1406,online,low,US-West
1407,merchant_1407,grocery,medium,US-East
1408,merchant_1408,grocery,low,APAC
1409,merchant_1409,utilities,medium,EU-East
1410,merchant_1410,travel,medium,US-West
1411,merchant_1411,utilities,low,APAC
1412,merchant_1412,grocery,medium,US-East
1413,merchant_1413,restaurant,medium,APAC
1414,merchant_1414,retail,medium,EU-East
1415,merchant_1415,utilities,high,US-East
1416,merchant_1416,gaming,high,US-West
1417,merchant_1417,restaurant,low,US-Central
1418,merchant_1418,travel,high,EU-West
1419,merchant_1419,online,medium,EU-East
1420,merchant_1420,gaming,low,US-Central
1421,merchant_1421,crypto,high,US-East
1422,merchant_1422,restaurant,low,US-East
1423,merchant_1423,crypto,medium,EU-East
1424,merchant_1424,crypto,high,US-Central
1425,merchant_1425,online,medium,US-West
1426,merchant_1426,grocery,low,US-West
1427,merchant_1427,grocery,medium,US-East
1428,merchant_1428,utilities,medium,US-Central
1429,merchant_1429,gaming,high,US-Central
1430,merchant_1430,travel,medium,APAC
1431,merchant_1431,crypto,medium,EU-West
1432,merchant_1432,utilities,low,US-West
1433,merchant_1433,travel,low,US-Central
1434,merchant_1434,crypto,high,US-West
1435,merchant_1435,travel,high,US-East
1436,merchant_1436,restaurant,medium,EU-West
1437,merchant_1437,gaming,medium,APAC
1438,merchant_1438,utilities,high,US-West
1439,merchant_1439,grocery,medium,EU-East
1440,merchant_1440,restaurant,medium,US-West
1441,merchant_1441,utilities,low,US-Central
1442,merchant_1442,retail,low,US-West
1443,merchant_1443,gaming,high,APAC
1444,merchant_1444,restaurant,medium,EU-East
1445,merchant_1445,crypto,medium,US-Central
1446,merchant_1446,gaming,high,EU-East
1447,merchant_1447,crypto,high,EU-West
1448,merchant_1448,restaurant,low,US-West
1449,merchant_1449,restaurant,low,EU-East
1450,merchant_1450,travel,low,EU-East
1451,merchant_1451,grocery,low,EU-East
1452,merchant_1452,gaming,low,US-West
1453,merchant_1453,travel,low,APAC
1454,merchant_1454,restaurant,low,US-West
1455,merchant_1455,grocery,low,EU-West
1456,merchant_1456,utilities,low,US-Central
1457,merchant_1457,crypto,high,US-West
1458,merchant_1458,online,low,EU-East
1459,merchant_1459,retail,low,US-East
1460,merchant_1460,online,low,US-West
1461,merchant_1461,utilities,high,EU-East
1462,merchant_1462,utilities,low,US-East
1463,merchant_1463,online,high,US-Central
1464,merchant_1464,travel,low,APAC
1465,merchant_1465,online,low,US-East
1466,merchant_1466,retail,medium,US-East
1467,merchant_1467,travel,low,US-Central
1468,merchant_1468,utilities,low,APAC
1469,merchant_1469,grocery,low,APAC
1470,merchant_1470,travel,high,US-East
1471,merchant_1471,utilities,low,US-East
1472,merchant_1472,online,medium,US-West
1473,merchant_1473,grocery,low,EU-West
1474,merchant_1474,utilities,low,US-Central
1475,merchant_1475,grocery,low,APAC
1476,merchant_1476,utilities,low,US-West
1477,merchant_1477,grocery,low,US-Central
1478,merchant_1478,retail,low,US-Central
1479,merchant_1479,restaurant,high,US-Central
1480,merchant_1480,retail,medium,US-West
1481,merchant_1481,crypto,low,EU-East
1482,merchant_1482,gaming,low,US-Central
1483,merchant_1483,travel,low,US-West
1484,merchant_1484,crypto,high,US-Central
1485,merchant_1485,utilities,low,US-East
1486,merchant_1486,travel,high,EU-East
1487,merchant_1487,crypto,low,APAC
1488,merchant_1488,utilities,low,US-East
1489,merchant_1489,crypto,medium,EU-East
1490,merchant_1490,utilities,medium,EU-West
1491,merchant_1491,travel,low,US-Central
1492,merchant_1492,utilities,low,US-Central
1493,merchant_1493,travel,high,US-East
1494,merchant_1494,retail,low,US-East
1495,merchant_1495,utilities,low,APAC
1496,merchant_1496,crypto,high,APAC
1497,merchant_1497,gaming,high,EU-West
1498,merchant_1498,utilities,low,EU-East
1499,merchant_1499,retail,low,US-Central
1500,merchant_1500,retail,medium,US-West
1501,merchant_1501,utilities,medium,US-West
1502,merchant_1502,utilities,low,EU-East
1503,merchant_1503,gaming,medium,US-Central
1504,merchant_1504,crypto,high,APAC
1505,merchant_1505,crypto,medium,US-West
1506,merchant_1506,utilities,low,US-West
1507,merchant_1507,travel,medium,US-West
1508,merchant_1508,crypto,low,US-West
1509,merchant_1509,utilities,medium,US-Central
1510,merchant_1510,travel,low,EU-West
1511,merchant_1511,crypto,high,US-Central
1512,merchant_1512,utilities,medium,APAC
1513,merchant_1513,restaurant,low,APAC
1514,merchant_1514,utilities,low,US-West
1515,merchant_1515,restaurant,high,EU-West
1516,merchant_1516,online,low,US-East
1517,merchant_1517,online,medium,US-West
1518,merchant_1518,utilities,low,US-East
1519,merchant_1519,utilities,low,US-Central
1520,merchant_1520,utilities,medium,US-East
1521,merchant_1521,crypto,medium,US-West
1522,merchant_1522,online,medium,US-East
1523,merchant_1523,online,low,APAC
1524,merchant_1524,grocery,medium,US-East
1525,merchant_1525,restaurant,low,APAC
1526,merchant_1526,gaming,low,US-East
1527,merchant_1527,restaurant,medium,EU-West
1528,merchant_1528,crypto,high,EU-East
1529,merchant_1529,online,low,APAC
1530,merchant_1530,gaming,high,EU-East
1531,merchant_1531,utilities,medium,EU-West
1532,merchant_1532,utilities,low,APAC
1533,merchant_1533,gaming,medium,US-East
1534,merchant_1534,online,low,EU-West
1535,merchant_1535,gaming,high,US-West
1536,merchant_1536,crypto,high,US-Central
1537,merchant_1537,grocery,medium,US-West
1538,merchant_1538,utilities,low,EU-West
1539,merchant_1539,gaming,medium,APAC
1540,merchant_1540,online,medium,US-West
1541,merchant_1541,retail,high,EU-East
1542,merchant_1542,travel,low,US-East
1543,merchant_1543,restaurant,medium,APAC
1544,merchant_1544,crypto,high,US-Central
1545,merchant_1545,crypto,medium,APAC
1546,merchant_1546,restaurant,medium,US-Central
1547,merchant_1547,gaming,high,APAC
1548,merchant_1548,travel,low,US-Central
1549,merchant_1549,gaming,high,US-Central
1550,merchant_1550,travel,low,US-West
1551,merchant_1551,retail,medium,APAC
1552,merchant_1552,grocery,medium,US-West
1553,merchant_1553,travel,high,EU-West
1554,merchant_1554,travel,low,EU-East
1555,merchant_1555,grocery,medium,US-East
1556,merchant_1556,online,low,US-Central
1557,merchant_1557,grocery,high,US-East
1558,merchant_1558,gaming,medium,US-Central
1559,merchant_1559,crypto,high,US-Central
1560,merchant_1560,utilities,low,US-West
1561,merchant_1561,travel,medium,US-West
1562,merchant_1562,retail,low,US-West
1563,merchant_1563,restaurant,low,US-West
1564,merchant_1564,crypto,high,US-East
1565,merchant_1565,travel,low,APAC
1566,merchant_1566,gaming,high,APAC
1567,merchant_1567,restaurant,low,US-West
1568,merchant_1568,restaurant,high,US-West
1569,merchant_1569,retail,high,US-East
1570,merchant_1570,grocery,low,US-West
1571,merchant_1571,retail,medium,US-East
1572,merchant_1572,utilities,low,EU-West
1573,merchant_1573,online,low,APAC
1574,merchant_1574,retail,medium,APAC
1575,merchant_1575,crypto,high,EU-West
1576,merchant_1576,retail,medium,EU-East
1577,merchant_1577,gaming,medium,US-West
1578,merchant_1578,restaurant,medium,US-Central
1579,merchant_1579,restaurant,medium,US-Central
1580,merchant_1580,grocery,low,US-Central
1581,merchant_1581,restaurant,low,US-West
1582,merchant_1582,crypto,high,US-East
1583,merchant_1583,travel,low,US-West
1584,merchant_1584,restaurant,medium,EU-East
1585,merchant_1585,restaurant,low,EU-East
1586,merchant_1586,gaming,high,US-Central
1587,merchant_1587,travel,low,US-Central
1588,merchant_1588,online,low,APAC
1589,merchant_1589,crypto,medium,US-Central
1590,merchant_1590,grocery,low,US-East
1591,merchant_1591,grocery,low,EU-East
1592,merchant_1592,grocery,high,EU-West
1593,merchant_1593,grocery,low,US-Central
1594,merchant_1594,gaming,medium,US-East
1595,merchant_1595,gaming,high,US-Central
1596,merchant_1596,online,high,US-West
1597,merchant_1597,crypto,high,EU-East
1598,merchant_1598,utilities,low,US-West
1599,merchant_1599,online,low,US-East
1600,merchant_1600,utilities,low,APAC
1601,merchant_1601,restaurant,medium,APAC
1602,merchant_1602,crypto,medium,EU-West
1603,merchant_1603,utilities,low,EU-West
1604,merchant_1604,restaurant,low,US-West
1605,merchant_1605,grocery,medium,US-Central
1606,merchant_1606,grocery,medium,US-West
1607,merchant_1607,retail,high,APAC
1608,merchant_1608,gaming,high,EU-West
1609,merchant_1609,utilities,low,US-East
1610,merchant_1610,retail,low,EU-East
1611,merchant_1611,online,low,US-West
1612,merchant_1612,utilities,low,EU-East
1613,merchant_1613,restaurant,medium,EU-East
1614,merchant_1614,travel,medium,US-East
1615,merchant_1615,restaurant,medium,US-East
1616,merchant_1616,retail,low,EU-East
1617,merchant_1617,utilities,low,US-Central
1618,merchant_1618,gaming,high,EU-East
1619,merchant_1619,grocery,medium,US-West
1620,merchant_1620,travel,medium,EU-East
1621,merchant_1621,utilities,low,EU-East
1622,merchant_1622,online,medium,EU-East
1623,merchant_1623,travel,low,US-West
1624,merchant_1624,online,low,US-Central
1625,merchant_1625,restaurant,low,US-East
1626,merchant_1626,crypto,medium,EU-East
1627,merchant_1627,travel,low,US-East
1628,merchant_1628,online,low,EU-East
1629,merchant_1629,restaurant,low,US-East
1630,merchant_1630,online,low,EU-East
1631,merchant_1631,retail,medium,APAC
1632,merchant_1632,utilities,low,US-Central
1633,merchant_1633,crypto,high,EU-West
1634,merchant_1634,crypto,low,EU-East
1635,merchant_1635,utilities,low,US-West
1636,merchant_1636,utilities,low,US-East
1637,merchant_1637,grocery,medium,EU-West
1638,merchant_1638,grocery,low,EU-East
1639,merchant_1639,online,low,EU-West
1640,merchant_1640,utilities,low,EU-East
1641,merchant_1641,restaurant,medium,US-West
1642,merchant_1642,utilities,medium,US-East
1643,merchant_1643,grocery,high,APAC
1644,merchant_1644,retail,low,EU-West
1645,merchant_1645,grocery,high,EU-West
1646,merchant_1646,gaming,high,US-Central
1647,merchant_1647,grocery,low,EU-East
1648,merchant_1648,online,low,US-Central
1649,merchant_1649,restaurant,low,EU-East
1650,merchant_1650,restaurant,low,EU-East
1651,merchant_1651,travel,low,US-Central
1652,merchant_1652,online,low,APAC
1653,merchant_1653,retail,low,APAC
1654,merchant_1654,utilities,low,US-Central
1655,merchant_1655,gaming,high,EU-West
1656,merchant_1656,travel,medium,APAC
1657,merchant_1657,grocery,high,EU-East
1658,merchant_1658,travel,medium,US-East
1659,merchant_1659,travel,low,US-West
1660,merchant_1660,restaurant,low,EU-West
1661,merchant_1661,online,medium,EU-East
1662,merchant_1662,online,medium,APAC
1663,merchant_1663,utilities,medium,US-Central
1664,merchant_1664,travel,low,EU-West
1665,merchant_1665,travel,medium,APAC
1666,merchant_1666,travel,low,EU-East
1667,merchant_1667,restaurant,low,US-Central
1668,merchant_1668,online,medium,US-West
1669,merchant_1669,utilities,low,APAC
1670,merchant_1670,online,medium,APAC
1671,merchant_1671,utilities,medium,EU-East
1672,merchant_1672,restaurant,low,EU-East
1673,merchant_1673,gaming,high,US-East
1674,merchant_1674,restaurant,low,US-East
1675,merchant_1675,restaurant,low,EU-East
1676,merchant_1676,grocery,low,US-Central
1677,merchant_1677,online,low,US-East
1678,merchant_1678,grocery,low,US-East
1679,merchant_1679,grocery,low,EU-East
1680,merchant_1680,retail,low,EU-East
1681,merchant_1681,utilities,low,EU-East
1682,merchant_1682,gaming,high,EU-West
1683,merchant_1683,grocery,low,APAC
1684,merchant_1684,crypto,medium,US-East
1685,merchant_1685,gaming,high,US-Central
1686,merchant_1686,gaming,high,US-East
1687,merchant_1687,utilities,low,EU-West
1688,merchant_1688,crypto,high,EU-West
1689,merchant_1689,utilities,low,APAC
1690,merchant_1690,travel,high,EU-West
1691,merchant_1691,utilities,low,EU-East
1692,merchant_1692,utilities,medium,APAC
1693,merchant_1693,utilities,low,US-Central
1694,merchant_1694,travel,medium,US-East
1695,merchant_1695,utilities,low,EU-East
1696,merchant_1696,crypto,low,EU-West
1697,merchant_1697,utilities,low,EU-West
1698,merchant_1698,utilities,medium,EU-East
1699,merchant_1699,grocery,high,US-Central
1700,merchant_1700,online,low,US-West
1701,merchant_1701,gaming,high,US-Central
1702,merchant_1702,grocery,low,EU-West
1703,merchant_1703,restaurant,low,US-West
1704,merchant_1704,utilities,medium,US-West
1705,merchant_1705,utilities,low,US-Central
1706,merchant_1706,utilities,low,EU-West
1707,merchant_1707,crypto,medium,US-West
1708,merchant_1708,crypto,high,US-East
1709,merchant_1709,travel,low,EU-East
1710,merchant_1710,online,high,US-Central
1711,merchant_1711,online,medium,US-West
1712,merchant_1712,crypto,high,US-Central
1713,merchant_1713,travel,low,APAC
1714,merchant_1714,utilities,low,US-Central
1715,merchant_1715,restaurant,medium,EU-East
1716,merchant_1716,travel,low,EU-East
1717,merchant_1717,retail,low,US-West
1718,merchant_1718,travel,low,US-Central
1719,merchant_1719,online,medium,US-East
1720,merchant_1720,grocery,low,US-Central
1721,merchant_1721,crypto,high,EU-East
1722,merchant_1722,online,low,EU-East
1723,merchant_1723,online,low,US-West
1724,merchant_1724,retail,low,US-West
1725,merchant_1725,utilities,medium,APAC
1726,merchant_1726,gaming,high,EU-West
1727,merchant_1727,retail,low,US-Central
1728,merchant_1728,retail,low,EU-East
1729,merchant_1729,gaming,medium,EU-West
1730,merchant_1730,online,low,APAC
1731,merchant_1731,crypto,medium,US-West
1732,merchant_1732,gaming,high,US-Central
1733,merchant_1733,online,low,US-East
1734,merchant_1734,gaming,high,EU-East
1735,merchant_1735,restaurant,low,US-East
1736,merchant_1736,travel,medium,APAC
1737,merchant_1737,restaurant,low,EU-West
1738,merchant_1738,retail,low,EU-East
1739,merchant_1739,online,low,US-East
1740,merchant_1740,grocery,medium,US-East
1741,merchant_1741,gaming,high,US-East
1742,merchant_1742,travel,medium,APAC
1743,merchant_1743,travel,low,US-West
1744,merchant_1744,travel,low,EU-West
1745,merchant_1745,travel,low,US-Central
1746,merchant_1746,restaurant,medium,APAC
1747,merchant_1747,online,high,EU-West
1748,merchant_1748,travel,low,EU-East
1749,merchant_1749,crypto,high,US-Central
1750,merchant_1750,crypto,low,EU-East
1751,merchant_1751,retail,low,US-Central
1752,merchant_1752,restaurant,low,US-East
1753,merchant_1753,gaming,low,EU-West
1754,merchant_1754,crypto,medium,APAC
1755,merchant_1755,online,low,APAC
1756,merchant_1756,gaming,high,EU-East
1757,merchant_1757,restaurant,low,EU-East
1758,merchant_1758,grocery,medium,EU-West
1759,merchant_1759,gaming,medium,EU-West
1760,merchant_1760,grocery,low,US-East
1761,merchant_1761,retail,medium,US-West
1762,merchant_1762,grocery,low,APAC
1763,merchant_1763,retail,low,US-Central
1764,merchant_1764,grocery,low,EU-East
1765,merchant_1765,online,medium,EU-East
1766,merchant_1766,utilities,low,EU-West
1767,merchant_1767,gaming,high,EU-West
1768,merchant_1768,online,medium,APAC
1769,merchant_1769,travel,medium,EU-East
1770,merchant_1770,crypto,high,APAC
1771,merchant_1771,grocery,low,EU-West
1772,merchant_1772,grocery,low,EU-West
1773,merchant_1773,travel,medium,US-East
1774,merchant_1774,restaurant,low,APAC
1775,merchant_1775,crypto,high,US-Central
1776,merchant_1776,restaurant,medium,US-Central
1777,merchant_1777,utilities,medium,US-Central
1778,merchant_1778,utilities,low,US-West
1779,merchant_1779,crypto,medium,US-Central
1780,merchant_1780,crypto,high,EU-West
1781,merchant_1781,grocery,medium,APAC
1782,merchant_1782,grocery,low,EU-West
1783,merchant_1783,travel,low,EU-West
1784,merchant_1784,crypto,low,US-Central
1785,merchant_1785,online,high,US-Central
1786,merchant_1786,grocery,low,APAC
1787,merchant_1787,gaming,high,US-Central
1788,merchant_1788,travel,low,EU-East
1789,merchant_1789,retail,medium,US-Central
1790,merchant_1790,crypto,high,US-East
1791,merchant_1791,crypto,high,EU-West
1792,merchant_1792,crypto,medium,EU-West
1793,merchant_1793,grocery,low,EU-East
1794,merchant_1794,utilities,low,US-West
1795,merchant_1795,grocery,low,EU-West
1796,merchant_1796,utilities,low,US-Central
1797,merchant_1797,gaming,high,US-West
1798,merchant_1798,grocery,low,US-East
1799,merchant_1799,restaurant,medium,US-West
1800,merchant_1800,gaming,high,EU-East
1801,merchant_1801,retail,medium,US-Central
1802,merchant_1802,restaurant,low,US-East
1803,merchant_1803,online,low,APAC
1804,merchant_1804,travel,medium,US-West
1805,merchant_1805,gaming,medium,APAC
1806,merchant_1806,retail,low,EU-West
1807,merchant_1807,utilities,medium,APAC
1808,merchant_1808,restaurant,low,US-West
1809,merchant_1809,utilities,low,US-Central
1810,merchant_1810,retail,low,EU-East
1811,merchant_1811,gaming,medium,US-Central
1812,merchant_1812,retail,low,US-West
1813,merchant_1813,online,medium,US-West
1814,merchant_1814,retail,low,US-West
1815,merchant_1815,retail,low,US-Central
1816,merchant_1816,grocery,medium,US-Central
1817,merchant_1817,restaurant,low,EU-East
1818,merchant_1818,gaming,high,EU-West
1819,merchant_1819,gaming,high,US-Central
1820,merchant_1820,grocery,low,US-Central
1821,merchant_1821,retail,low,EU-East
1822,merchant_1822,gaming,high,US-West
1823,merchant_1823,utilities,low,EU-West
1824,merchant_1824,travel,low,EU-West
1825,merchant_1825,gaming,high,EU-West
1826,merchant_1826,travel,medium,US-West
1827,merchant_1827,utilities,medium,US-East
1828,merchant_1828,utilities,medium,US-East
1829,merchant_1829,retail,low,EU-West
1830,merchant_1830,restaurant,medium,EU-West
1831,merchant_1831,gaming,medium,US-Central
1832,merchant_1832,gaming,medium,EU-West
1833,merchant_1833,restaurant,low,EU-East
1834,merchant_1834,gaming,high,EU-East
1835,merchant_1835,travel,low,EU-West
1836,merchant_1836,restaurant,low,EU-East
1837,merchant_1837,crypto,high,EU-East
1838,merchant_1838,utilities,high,US-East
1839,merchant_1839,crypto,medium,US-West
1840,merchant_1840,utilities,high,EU-West
1841,merchant_1841,travel,medium,US-Central
1842,merchant_1842,retail,medium,US-East
1843,merchant_1843,restaurant,low,EU-East
1844,merchant_1844,retail,low,US-West
1845,merchant_1845,crypto,high,EU-West
1846,merchant_1846,utilities,low,EU-East
1847,merchant_1847,online,low,US-West
1848,merchant_1848,utilities,low,APAC
1849,merchant_1849,restaurant,low,APAC
1850,merchant_1850,travel,low,EU-East
1851,merchant_1851,retail,low,US-Central
1852,merchant_1852,grocery,medium,EU-East
1853,merchant_1853,retail,low,APAC
1854,merchant_1854,retail,high,US-West
1855,merchant_1855,grocery,low,US-West
1856,merchant_1856,utilities,medium,US-Central
1857,merchant_1857,restaurant,low,US-Central
1858,merchant_1858,restaurant,medium,EU-East
1859,merchant_1859,gaming,high,US-East
1860,merchant_1860,grocery,low,EU-East
1861,merchant_1861,retail,low,US-East
1862,merchant_1862,online,low,US-Central
1863,merchant_1863,restaurant,medium,APAC
1864,merchant_1864,grocery,medium,US-East
1865,merchant_1865,online,medium,EU-West
1866,merchant_1866,crypto,medium,US-Central
1867,merchant_1867,travel,medium,EU-East
1868,merchant_1868,crypto,medium,EU-West
1869,merchant_1869,gaming,medium,APAC
1870,merchant_1870,utilities,high,US-Central
1871,merchant_1871,retail,low,US-West
1872,merchant_1872,crypto,high,US-Central
1873,merchant_1873,gaming,medium,EU-West
1874,merchant_1874,gaming,high,US-East
1875,merchant_1875,crypto,high,US-West
1876,merchant_1876,grocery,low,EU-East
1877,merchant_1877,gaming,high,US-West
1878,merchant_1878,travel,medium,US-Central
1879,merchant_1879,crypto,high,APAC
1880,merchant_1880,online,low,EU-West
1881,merchant_1881,utilities,medium,US-East
1882,merchant_1882,travel,low,US-East
1883,merchant_1883,grocery,medium,APAC
1884,merchant_1884,retail,low,US-Central
1885,merchant_1885,utilities,medium,US-East
1886,merchant_1886,grocery,low,US-East
1887,merchant_1887,gaming,high,APAC
1888,merchant_1888,gaming,high,EU-East
1889,merchant_1889,crypto,low,US-East
1890,merchant_1890,crypto,high,US-West
1891,merchant_1891,utilities,low,US-East
1892,merchant_1892,restaurant,medium,US-Central
1893,merchant_1893,travel,low,US-West
1894,merchant_1894,crypto,medium,US-Central
1895,merchant_1895,restaurant,low,EU-West
1896,merchant_1896,crypto,medium,EU-East
1897,merchant_1897,online,medium,EU-West
1898,merchant_1898,restaurant,low,US-West
1899,merchant_1899,online,medium,EU-West
1900,merchant_1900,gaming,high,EU-East
1901,merchant_1901,gaming,medium,US-West
1902,merchant_1902,online,low,US-Central
1903,merchant_1903,retail,low,US-East
1904,merchant_1904,utilities,low,US-Central
1905,merchant_1905,utilities,low,US-West
1906,merchant_1906,utilities,medium,US-East
1907,merchant_1907,travel,low,EU-West
1908,merchant_1908,gaming,high,EU-East
1909,merchant_1909,grocery,low,US-West
1910,merchant_1910,travel,low,EU-East
1911,merchant_1911,travel,medium,EU-West
1912,merchant_1912,gaming,high,EU-East
1913,merchant_1913,utilities,low,EU-West
1914,merchant_1914,travel,low,US-East
1915,merchant_1915,crypto,low,US-West
1916,merchant_1916,utilities,low,US-East
1917,merchant_1917,retail,medium,EU-West
1918,merchant_1918,utilities,medium,EU-East
1919,merchant_1919,gaming,high,US-Central
1920,merchant_1920,grocery,medium,US-East
1921,merchant_1921,travel,low,EU-East
1922,merchant_1922,online,low,US-West
1923,merchant_1923,grocery,medium,US-West
1924,merchant_1924,retail,medium,APAC
1925,merchant_1925,utilities,medium,US-West
1926,merchant_1926,crypto,low,EU-West
1927,merchant_1927,crypto,high,EU-West
1928,merchant_1928,grocery,high,US-Central
1929,merchant_1929,utilities,low,APAC
1930,merchant_1930,online,medium,EU-West
1931,merchant_1931,online,medium,US-Central
1932,merchant_1932,online,high,EU-East
1933,merchant_1933,online,medium,EU-East
1934,merchant_1934,utilities,medium,EU-East
1935,merchant_1935,online,low,US-West
1936,merchant_1936,crypto,medium,US-West
1937,merchant_1937,utilities,medium,US-East
1938,merchant_1938,grocery,low,US-East
1939,merchant_1939,gaming,high,APAC
1940,merchant_1940,retail,medium,US-West
1941,merchant_1941,online,low,US-East
1942,merchant_1942,travel,medium,US-West
1943,merchant_1943,crypto,high,US-West
1944,merchant_1944,travel,medium,EU-East
1945,merchant_1945,grocery,high,EU-West
1946,merchant_1946,online,medium,US-West
1947,merchant_1947,gaming,medium,EU-West
1948,merchant_1948,retail,medium,EU-East
1949,merchant_1949,grocery,high,EU-West
1950,merchant_1950,retail,medium,EU-East
1951,merchant_1951,grocery,low,US-East
1952,merchant_1952,online,medium,US-East
1953,merchant_1953,utilities,low,APAC
1954,merchant_1954,grocery,low,US-East
1955,merchant_1955,restaurant,low,APAC
1956,merchant_1956,grocery,medium,EU-East
1957,merchant_1957,restaurant,medium,EU-West
1958,merchant_1958,restaurant,low,EU-East
1959,merchant_1959,gaming,medium,US-West
1960,merchant_1960,restaurant,medium,EU-East
1961,merchant_1961,retail,low,EU-East
